target,model_name,target_transform,mae_mean,mae_std,rmse_mean,rmse_std,r2_mean,r2_std,spearman_mean,spearman_std,strategy,feature_set_name,feature_set_description,n_features,selection_candidate
wire_area_loss_frac,CatBoost,none,0.12082805576868438,0.009507872260399796,0.15045532239788012,0.018083918365209523,-0.32115395087452814,0.10767111982931177,-0.26571195141037146,0.17297150412543613,leave_one_campaign_out,metadata_only,Temporal and tabular metadata only; diagnostic ablation for campaign-confounding.,8,True
wire_area_loss_frac,RandomForest,none,0.12401729863921959,0.0020260742690432305,0.15249834077374963,0.010622840427956727,-0.37300057728802816,0.25003945119582804,-0.08932247857775145,0.1331518436761121,leave_one_campaign_out,metadata_only,Temporal and tabular metadata only; diagnostic ablation for campaign-confounding.,8,True
wire_area_loss_frac,GradientBoosting,none,0.12698173670122878,0.006643534827637246,0.15591265156520337,0.0154783207621156,-0.42508398130371694,0.1758070135619048,-0.24457042525117959,0.09623256963087311,leave_one_campaign_out,metadata_only,Temporal and tabular metadata only; diagnostic ablation for campaign-confounding.,8,True
wire_area_loss_frac,XGBoost,none,0.1311258813889573,0.0054199020745358956,0.1617106085330683,0.018869563267494848,-0.5273108734046569,0.1352228259014945,-0.15126588726651294,0.16252883413697528,leave_one_campaign_out,metadata_only,Temporal and tabular metadata only; diagnostic ablation for campaign-confounding.,8,True
wire_area_loss_frac,RandomForest,sqrt,0.10488975825649742,0.03748941026129369,0.12725943542621557,0.039085613074769966,-0.5489507012537089,0.7259823139583254,0.22910935846710365,0.2219332725331479,group_shuffle,metadata_only,Temporal and tabular metadata only; diagnostic ablation for campaign-confounding.,8,True
wire_area_loss_frac,CatBoost,sqrt,0.12143833355485383,0.03519718190799219,0.14663529894471963,0.04193197861874132,-1.1704774092892198,1.3252925632090682,0.2985913943333379,0.22965340395045905,group_shuffle,metadata_only,Temporal and tabular metadata only; diagnostic ablation for campaign-confounding.,8,True
wire_area_loss_frac,GradientBoosting,sqrt,0.13742931398813152,0.03804097610998449,0.1608678675512131,0.048978358903622066,-1.6784930623026342,1.9622037424465293,0.2548481260271632,0.19446761251956965,group_shuffle,metadata_only,Temporal and tabular metadata only; diagnostic ablation for campaign-confounding.,8,True
wire_area_loss_frac,XGBoost,sqrt,0.1376219795041419,0.04077985460033405,0.1610371249173689,0.04336213819189085,-1.7428602781774818,2.028502052264917,0.2606283015696116,0.17030552046460087,group_shuffle,metadata_only,Temporal and tabular metadata only; diagnostic ablation for campaign-confounding.,8,True
wire_area_loss_frac,RandomForest,sqrt,0.12045863633921251,0.050222634583569466,0.1437633081491176,0.056613520370637056,-1.4402177217090564,1.5423044141644944,0.215548586708754,0.6599575992167233,leave_one_treatment_out,metadata_only,Temporal and tabular metadata only; diagnostic ablation for campaign-confounding.,8,True
wire_area_loss_frac,CatBoost,sqrt,0.12111841484099137,0.05033669325659738,0.14576810222983427,0.060830507575466014,-1.7262840746493813,2.368476697656883,0.23941976765599593,0.4577883524781725,leave_one_treatment_out,metadata_only,Temporal and tabular metadata only; diagnostic ablation for campaign-confounding.,8,True
wire_area_loss_frac,XGBoost,sqrt,0.13436802982138601,0.05750694650110671,0.15413231773415376,0.06509718510259264,-2.237864415222145,3.459702457907388,0.11707802651286794,0.668074907769633,leave_one_treatment_out,metadata_only,Temporal and tabular metadata only; diagnostic ablation for campaign-confounding.,8,True
wire_area_loss_frac,GradientBoosting,sqrt,0.14109308979482316,0.04522295799242043,0.16405922262202263,0.05067361792949039,-3.092778572792967,4.348933609984471,0.12049616546577083,0.46621121282920047,leave_one_treatment_out,metadata_only,Temporal and tabular metadata only; diagnostic ablation for campaign-confounding.,8,True
wire_area_loss_frac,CatBoost,sqrt,0.12076952697053447,0.011282934206911436,0.15076720384817385,0.021982320733716806,-0.3201838009514575,0.0394844577726849,0.10332460242691822,0.3516024334064246,leave_one_campaign_out,metadata_only,Temporal and tabular metadata only; diagnostic ablation for campaign-confounding.,8,True
